"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Страна;Characteristics:Винтаж;Characteristics:Регион;Characteristics:Состав;Characteristics:Объем;Characteristics:Алк.;Characteristics:PR;Characteristics:Субрегион;Characteristics:WS;Characteristics:Тип;Characteristics:Vinous;Characteristics:JS;Characteristics:RP;"Characteristics:Страна производства";Characteristics:Производитель;Characteristics:Материал;Weight;Length;Width;Height;"SEO title";"SEO descr";"FB title";"FB descr";Url
264406986429;Leflaive;;;"Франция;Избранное 2;MarketWinetime;Domanie Leflaive;Выключенные;Бургундия";"Domaine Leflaive Chevalier-Montrachet Grand Cru 2012, 750 ml";Бургундия;"Шевалье-Монраше 2012 обладает прекрасными отчетливыми ароматами - его букет раскрывается минеральными нотами, затем проявляются нотки сушеных цветов и слабый намек на лакрицу. Вино хорошо сбалансировано, оно очень мощное - гораздо мощнее, чем Бьенвеню и Батар-Монраше. Оно по-настоящему густое и уравновешенное. Послевкусие долгое с привкусом лайма. Это очень изысканное вино, интеллигентное и утонченное. Ему потребуется еще 8-10 лет. <br /><br /> <em>Wine Advocate, 2013</em> <br /><br /><br /> У этого вина яркий, витиеватый стиль. В букете его ароматов - дым, пряности и масло, во вкусе - персик и цитрусовые. С аэрацией оно становится энергичней, проявляются нотки вербены и кремовая текстура. Оно восхитительно гармоничное, с долгим послевкусием. Пейте его с 2017 по 2028. <br /><br /> <em>Wine Spectator, 2014</em> <br />";https://static.tildacdn.com/tild6239-6262-4235-a632-666537343866/chavalier-montrachet.jpg;253500.00;;;;;fP0BorDV8TjMJlon9EAV;;Франция;2012;Бургундия;Шардоне;0,75;13,50%;95;;94;Белое;;;;;;;0;0;0;0;;;;;https://winetime.moscow/domaine-leflaive-chevalier-montrachet-grand-cru-2012
710631811376;Leflaive;;;"Франция;Избранное 2;MarketWinetime;Domanie Leflaive;Выключенные;Бургундия";"Domaine Leflaive Batard-Montrachet Grand Cru 2016, 750 ml";Бургундия;"У#nbsp;Батар-Монраше 2016 гораздо более привлекательный и#nbsp;выразительный букет ароматов, чем у#nbsp;Бьенвеню. Поначалу оно немного вязкое, что вступает в#nbsp;противоречие с#nbsp;острой кислотной ноткой. Оно не#nbsp;такое тягучее, как Бьенвеню, но#nbsp;при этом значительно богаче, чем можно было#nbsp;бы предположить, с#nbsp;нотками дикого меда и#nbsp;гладким послевкусием. Это вино#nbsp;— лучшее у#nbsp;Лефлев в#nbsp;2016 году.<br /><strong><span style=""font-size: 14px;"" data-redactor-tag=""span""><em>Wine Advocate, 2017</em></span></strong><br /><br />Объемное и#nbsp;сочное, со#nbsp;вкусом персика, лимонного крема, фундука и#nbsp;специй для выпечки. Это вино достаточно гармоничное, чтобы насладиться им#nbsp;уже сейчас, но#nbsp;оно способно хорошо развиться в#nbsp;течение следующих десяти лет. По-настоящему долгое, изысканное послевкусие.<br /><strong><span style=""font-size: 14px;"" data-redactor-tag=""span""><em>Wine Spectator, 2019</em></span></strong>";https://static.tildacdn.com/tild3630-3334-4333-a433-326438383130/batard-montrachet-20.jpg;179000.00;;;;;bvVvOvusY5DFU8jTP2Xl;;Франция;2016;Бургундия;Шардоне;0,75;13,50%;95;;95;Белое;;;;;;;0;0;0;0;;;;;https://winetime.moscow/domaine-leflaive-batard-montrachet-grand-cru-2016
423600890873;"Chateau Lafite Rothschild";;;"France 2;Lafite;Пойяк;Бордо";"Chateau Lafite Rothschild 2006, 750 ml";"Бордо, Пойяк";"Шато Лафит Ротшильд 2006 выдает ароматы, впечатляющие фруктовой насыщенностью, хотя они и не такие отчетливые как ароматы Мутона 2006. Красные ягоды смешиваются с розовыми лепестками и ароматом подлеска - типичный букет и тот случай, когда меньше значит лучше. Вино среднетельное с изящными танинами и острой линией кислотности. Оно очень хорошо сбалансировано: черные фрукты с привкусом графита. Пока Мутон распускает павлиний хвост, Лафит сохраняет прямолинейность. Однако и здесь прослеживается известная изощренность - этот Лафит Ротшильд готовит вам несколько сюрпризов. Это одно из тех вин, которые останавливают вас и держат на расстоянии - недооцененная категория. Пейте его с 2018 по 2045. <br /><em>RobertParker.com, May 2016</em> <br /><br /> Ароматы сливы, сладкого табака и ежевики. Вино полнотельное, плотное и мясистое, при этом танины тонкие и изящные. Долгое и ласковое послевкусие. Оно превращается в мужественное, сильное молодое вино, которое с годами становится все лучше и лучше. Пейте его после 2014 года. <br /><em>Wine Spectator</em> <br />";https://static.tildacdn.com/tild3165-3435-4734-a130-343533653739/lafite-2006.jpg;219700.00;;;;;zIRNvS5LoadJjC1HYZFn;;Франция;2006;Бордо;"Каберне Совиньон, Мерло";0,75;12,50%;;Пойяк;95;Красное;;;95;;;;0;0;0;0;;;;;https://winetime.moscow/lafite-rothschild-2006
131130343227;"Chateau Monbousquet";;;"France 2;Gazin 1;Выключенные;Бордо;10 000 - 30 000";"Chateau Monbousquet Grand CRU Classe 2015";"Бордо, Сент-Эмильон";;https://static.tildacdn.com/tild3839-3364-4939-a239-393565656339/monbousquet-2015.jpg;14040.00;;;;;zIRNvS5LoadJjC1HYZFn;;Франция;2011;Бордо;"Мерло, Каберне Фран, Каберне Совиньон";0,75;14,50%;;Сент-Эмильон;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/monbousquet-2015
327998826383;"Chateau Palmer";;;"France 2;Palmer;Бордо";"Chateau Palmer 2002";"Бордо, Марго";"Очень удачное вино для этого винтажа. Бленд 52% Каберне Совиньон, 40% Мерло и 8% Пти Вердо выдает сложный, поразительный букет ароматов ментола, черной смородины, сливы, лакрицы и нотку капучино. Вино густое, ближе к полнотельному, с высоким уровнем танинов. Массивное, в стиле классических винтажей Бордо 1966, 1986 и 1996 - это вино обладает непревзойденной чистотой и стойкостью. Его следует приобретать только если вы являетесь терпеливым владельцем надежного холодного подвала, где это вино будет храниться столько, сколько ему нужно. <br /><em>Wine Advocate</em><em>, 2005<br /><br /> Насыщенный аромат ванили, шоколада и ягод. У этого полнотельного вина очень изящные танины и долгое шелковистое послевкусие. По-настоящему изысканное вино. Этот Пальмер демонстрирует одновременно мощь и деликатность. <br /><em>Wine Spectator, 2005</em> <br /></em>";https://static.tildacdn.com/tild6462-3930-4331-b137-396262323735/palmer-2002.jpg;62400.00;;;;;zIRNvS5LoadJjC1HYZFn;;Франция;2002;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;12,50%;;Марго;91;Красное;;;94;;;;0;0;0;0;;;;;https://winetime.moscow/palmer-2002
248697410651;"Chateau Pavie";;;"France 2;Pavie;2001;Бордо";"Chateau Pavie, Saint Emilion 1-er Grand Cru Classe 2001";"Бордо, Сент-Эмильон";"Один из кандидатов на звание вина винтажа. Урожай для Пави 2001 (бленд 70% Мерло, 20% Каберне Фран и 10% Каберне Совиньон) собрали с прекрасного южного виноградника, высаженного на известняковой почве. После 6-недельной мацерации это вино провело 24 месяца в бочках из нового дуба, а затем было разлито по бутылкам без предварительной очистки и фильтрации. Некоторые брокеры полагают, что оно может превзойти Пави 2000, но я не согласен. У Пави 2001 чернильный рубиново-фиолетовый цвет и плотный, но многообещающий букет ароматов дробленного камня, ликера из ежевики, вишни и черной смородины, а также дыма и лакрицы. Мощное, впечатляюще элегантное, гармонично сбалансированное с многослойной текстурой и послевкусием, длящимся более 50 секунд. Танины очень заметны, но хорошо интегрированы. Ему нужно еще 3-4 года, а затем его можно пить в течение 20 лет. Совершенное воплощение винтажа - образец того, как перфекционизм позволяет выйти за пределы возможного. <br /><em>Wine Advocate</em> <br /><br /> Мощное. Много дыма, ванили, ягод и шоколада. Полнотельное, с бархатистыми танинами и долгим гладким послевкусием. Современное и богатое. Отличная работа! Пейте его после 2008 года. <br /><em>Wine Spectator</em> <br />";https://static.tildacdn.com/tild3637-3164-4735-a538-333636313731/-1.jpg;84700.00;;;;;zIRNvS5LoadJjC1HYZFn;;Франция;2001;Бордо;"Мерло, Каберне Фран, Каберне Совиньон";0,75;12,50%;;Сент-Эмильон;92;Красное;;;96;;;;0;0;0;0;;;;;https://winetime.moscow/pavie-2001
975070054701;"Chateau Pavie";;;"France 2;Angelus 2;Pavie;Бордо";"Chateau Pavie, Saint Emilion 1-er Grand Cru Classe 2014";"Бордо, Сент-Эмильон";"Пави 2014 - настоящая звезда в портфеле Жерара Пирса в этом году. Букет ароматов сложный и захватывающий: микс красных и черных фруктов, графита и черного трюфеля, а также легкая морская нотка. Вино среднетельное, менее тяжеловесное и лощеное, чем Бельвю-Мондот. На самом деле, если пробовать вслепую, можно описать его как классический Сент-Эмильон, подкрепленный достаточно твердыми танинами, которые собственно и формируют его характер. Это Пави вязкое, но сбалансированное. Все указывает на то, что оно будет долго жить. Стоит того, чтобы подождать. <br /><em>Wine Advocate</em> <br /><br /> Это вино сочится лесными ягодами, ягодами асаи и ежевичным вареньем, но они быстро уступают лидерство изящной и аппетитной густой минеральности. Очень пряное, присутствуют лакрица, фрукты и минеральность. Отложите его пока - выпьете в 2026-2040 гг. <br /><em>Wine Spectator</em> <br />";https://static.tildacdn.com/tild6163-3531-4137-a537-366137393839/pavie-2014.jpg;72500.00;;;;;zIRNvS5LoadJjC1HYZFn;;Франция;2014;Бордо;"Мерло, Каберне Фран, Каберне Совиньон";0,75;14,50%;;Сент-Эмильон;96;Красное;;;95;;;;0;0;0;0;;;;;https://winetime.moscow/pavie-2014
148292122687;"Chateau Palmer";;;"France 2;Palmer;2009;Бордо";"Chateau Palmer 2009";"Бордо, Марго";"Это вино очень свежее и энергичное, в нем очень много ежевики, затем - малина, слива и вишневый джем. Послевкусие очень чистое, с акцентными нотами цветов и железа. В конце очень заметна минеральность. Пейте его с 2020 по 2035. <br /><em>Wine Spectator</em> <br /><br /> Пальмер 2014 отвечает всем ожиданиям, которые возлагались на него во время дегустации из бочки. Здесь очень немного собственно Пальмера, зато изящный характер региона Марго отчетливо проступает во всей красе: ежевика, лесные ягоды и пенал для карандашей. Вино среднетельное с очень деликатными танинами. Во рту ощущается очень мягким и податливым. В нем нет глубины и силы последовавшего за ним Пальмер 2015, при этом действует оно очень чувственно - здесь очень заметно Мерло (45% бленда) с его округлостью и гладкой текстурой. Что за чудесное Марго! Я уверен, оно будет жить непредсказуемо долго. <br /><em>Wine Advocate</em> <br />";https://static.tildacdn.com/tild6362-6261-4266-b964-623966363165/palmer-2009.jpg;82000.00;;;;;zIRNvS5LoadJjC1HYZFn;;Франция;2009;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;14,50%;;Марго;;Красное;;;97;;;;0;0;0;0;;;;;https://winetime.moscow/palmer-2009
344354655593;Gaja;;;"Италия;MarketWinetime;Gaja Barbaresco;Gaja";"Gaja Barbaresco 2016 DOCG";Пьемонт;"Я пробовала это вино дважды: первый раз на винодельне, второй - у себя в офисе несколько недель спустя. Выдающихся различий отметить не могу, но я выявила некоторые нюансы, позволяющие судить о потенциале старения этого вина. Барбареско 2016 раскрывается медленно, эволюция ароматов в бокале едва уловима. Но стоит дать ему два часа декантации, и вам откроется настоящая симфония ароматов. У 2016 цельный, насыщенный, устойчивый аромат, который начинает раскрываться нотами фруктов, затем их сменяют бальзамическая трава, лакрица, смола и дым. Танины сладкие и мягкие, устойчивые. Шелковистая текстура. Я бы охарактеризовала это вино как классическое терпкое Барбареско, которому нужно время, чтобы нарастить мышцы и увеличиться в объеме. Те, кто ждут, будут вознаграждены. <br /><br /> Моника Ларнер для <em>RobertParker.com, 2019</em>";https://static.tildacdn.com/tild6562-6633-4363-b937-656166383666/gaja-barbaresco-2016.jpg;35000.00;;;;;74R1lkXp37M5Xyr81H8m;;Италия;2016;Пьемонт;Неббиоло;0,75;14%;96;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-barbaresco-2016
283101314696;Gaja;;;"Италия;MarketWinetime;Gaja Darmagi;Gaja";"Gaja Darmagi 2013, Langhe DOC";Пьемонт;"Плотный красный цвет. Букет ароматов смородины, шоколада, грецкого ореха. Обильное и вязкое, во вкусе - пряности и темный шоколад. Очень приятные танины. <em>Wine Spectator, 2016</em>";https://static.tildacdn.com/tild3765-3233-4665-b065-303161323866/gaja-darmagi-2013.jpg;53300.00;;;;;74R1lkXp37M5Xyr81H8m;;Италия;2013;Пьемонт;"каберне совиньон";0,75;14%;;;;Красное;;;90;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-darmagi-2013
870484026099;Gaja;;;"Италия;MarketWinetime;Gaja Darmagi;Gaja";"Gaja Darmagi 2015, Langhe DOC";Пьемонт;"Дармаджи обожает теплые года, и Дармаджи 2015 как губка радостно впитал летнюю жару. Это вино ярко отражает все черты сорта Каберне Совиньон: насыщенные нотки темных фруктов, ликера из черной смородины, экзотических пряностей, лаврового листа. Уникальная черта этого теплого винтажа - сочная сладость. Вино цельное и мягкое, хорошо структурированное. Лозы в тот год подверглись черной пятнистости, что не могло не отразиться на работе виноградника. Гая Гайя сообщила мне, что виноград для этого прекрасного вина собирали только со здоровых лоз. <br />Wine advocate, 2018 <br />";https://static.tildacdn.com/tild3664-6338-4134-a633-666135383664/gaja-darmagi-2015.jpg;52000.00;;;;;74R1lkXp37M5Xyr81H8m;;Италия;2015;Пьемонт;"каберне совиньон";0,75;14%;;;;Красное;;;94;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-darmagi-2015
845838128709;Gaja;;;"Италия;MarketWinetime;Gaja Darmagi;Gaja";"Gaja Darmagi 2016, Langhe DOC";Пьемонт;"Здесь гораздо больше темных фруктов, больше свежести, чем в любом другом вине от Гайя. Этот 100% Каберне Совиньон обладает темным, глубоким чернильным цветом. Виноград для него собирают с виноградника площадью 2,5 гектара, основанного в 1978 году поблизости от города Барбареско. Местная интерпретация Каберне Совиньон получилась очень свежей и насыщенной. Вино демонстрирует гармоничное сбалансированное сочетание экстракта виноградной кожуры и сочной мякоти плодов. Гая Гайя говорит: ""В вине 2017 года лучше чувствуется кожура, а в 2018-м сильнее заметна мякоть. В Дармаджи 2016 хорошо выделяется и то, и другое. Видно, как нежно и деликатно обращались с виноградом"". <br /><br /> <em>Wine Advocate, 2019</em> <br />";https://static.tildacdn.com/tild6535-3864-4830-a264-616137623333/gaja-darmagi-2016.jpg;52000.00;;;;;74R1lkXp37M5Xyr81H8m;;Италия;2016;Пьемонт;"каберне совиньон";0,75;14%;;;;Красное;;;94;;;;0;0;0;0;;;;;https://winetime.moscow/gaja-darmagi-2016
305932301628;"Bodegas Vega Sicilia";"в наличии";;"Скидки недели;Bodegas Vega Sicilia;MarketWinetime;Испания;Рибера-дель-Дуэро;Bodegas Vega Sicilia Unico;Выключенные;Редкие вина";"Vega Sicilia “Unico”, Bodegas Vega Sicilia 1990";"<del></del>Испания, Рибера-дель-Дуэро";"Вега Сицилия Унико 1990 я пробовал из магнума. Этот бленд 80% темпранильо и 20% каберне совиньон обладает выдающимся богатым букетом ароматов черносмородинового ликера, красного апельсина, копченого мяса и каменной крошки. Вино очень мощное, при этом четкое и лаконичное, со зрелым и сладким вкусом красных фруктов, апельсиновой цедры, мармелада, азиатских специй. В нем много веса и потенциала, очень сильна глицериновая составляющая. Послевкусие долгое, пряное, мясистое, приятно вяжущее. По характеру это вино напоминает бордосский каберне фран с Правого берега. Это очаровательное Унико, свежее и наполненное жизнью. Я бы назвал его стиль ""рубенсовским"". <br /><br /> Wine Advocate, 2012 <br />";https://static.tildacdn.com/tild6263-3239-4139-b333-373961643131/vega-sicilia-unico-1.jpg;208000.00;;;;;9NiLPrlBg9yb2fFyCoi6;;Испания;1990;Рибера-дель-Дуэро;"темпранильо, каберне совиньон";0,75;13,50%;95;;;Красное;;;;;;;0;0;0;0;"Chateau Angelus premier grand Cru Classe";"Превосходное предложение для этого винтажа: Chateau Angelus 1995 обладает темно-пурпурным цветом , массивное, мощное, богатое, со сладкими и зрелыми танинами, с ароматами прованских оливок, пьяных вишен, ежевики, трюфелей и поджаренных тостов. Полнотелое, многослойное, плотное и чистое вино. Это самый концентрированный из St.-Emilion 1995 premier grand crus. Ожидаемая зрелость: с настоящего времени по 2025 год";;;https://winetime.moscow/vega-sicilia-unico-1990
159505109529;"Bodegas Vega Sicilia";"в наличии";;"Bodegas Vega Sicilia;MarketWinetime;Испания;Рибера-дель-Дуэро;Bodegas Vega Sicilia Unico;Выключенные;Редкие вина";"Vega Sicilia “Unico”, Bodegas Vega Sicilia 1999";"<del></del>Испания, Рибера-дель-Дуэро";"Элегантное, выразительное и мягкое, это традиционное красное вино обладает гармоничным и ярким букетом ароматов вишни, цветов, ванили и минералов. У него пряное послевкусие, очень свежее и соблазнительное. <br />Wine Spectator, 2009 <br />";https://static.tildacdn.com/tild6333-6531-4266-b231-376461646635/vega-sicilia-unico-1.jpg;143000.00;;;;;9NiLPrlBg9yb2fFyCoi6;;Испания;1999;Рибера-дель-Дуэро;"темпранильо, каберне совиньон";0,75;14%;92;;;Красное;;;;;;;0;0;0;0;"Chateau Angelus premier grand Cru Classe";"Превосходное предложение для этого винтажа: Chateau Angelus 1995 обладает темно-пурпурным цветом , массивное, мощное, богатое, со сладкими и зрелыми танинами, с ароматами прованских оливок, пьяных вишен, ежевики, трюфелей и поджаренных тостов. Полнотелое, многослойное, плотное и чистое вино. Это самый концентрированный из St.-Emilion 1995 premier grand crus. Ожидаемая зрелость: с настоящего времени по 2025 год";;;https://winetime.moscow/vega-sicilia-unico-1999
938392308051;"Le Macchiole";;;"Италия;MarketWinetime;Paleo;Rare Wines;10 000 - 30 000;Редкие вина";"Paleo Rosso 1997, Le Macchiole (DOC), 3000ml и 750ml";Тоскана;"Палео Россо 1997 - нефильтрованное, выдержанное в бочке вино, бленд каберне совиньон (80%), санджовезе (10%), каберне фран (10%). Непрозрачный рубиново-фиолетовый цвет, сладкий букет ароматов лакрицы, дыма, графита, ежевики и ликера из черной смородины. Вино полнотельное, с заметной ноткой жареного мяса во вкусе, очень чистое, концентрированное, кислотность и танины прекрасно интегрированы. Его уже можно пить, но можно и отложить на 15-17 лет. Это изумительное вино, жаль, что выпущено так мало бутылок. <br />Wine Advocate, 2001 <br />";"https://static.tildacdn.com/tild3636-3966-4334-a662-373162373535/paleo-1997-doublemag.jpg https://static.tildacdn.com/tild6238-6237-4533-a631-343262623330/paleo-1997.jpg";;;;;;bkMtAC20uyddgltOs8MN;;Италия;1997;Тоскана;"каберне совиньон, санджовезе, каберне фран";0,75;13%;92;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/paleo-1997
313955650281;;;;;"Paleo Rosso 1997, Le Macchiole (DOC), 3000ml и 750ml- 3000ml";;;https://static.tildacdn.com/tild3636-3966-4334-a662-373162373535/paleo-1997-doublemag.jpg;106340.00;;;Объем:3000ml;;BL97dvmGkV6IuiFgXPyO;938392308051;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/paleo-1997?editionuid=313955650281
345575486775;"Tua Rita";;;"Италия;MarketWinetime;Tua Rita;Rare Wines";"Tua Rita Redigaffi 1995, 750 ml";Тоскана;;https://static.tildacdn.com/tild6363-6263-4664-a536-326536396430/tua-rita-redigaffi-1.JPG;77680.00;;;;;F8D5Rct9ccYeCSIgjjjH;;Италия;1995;Тоскана;Мерло;0,75;14,50%;;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/tua-redigaffi-1995
856716606331;"Tua Rita";;;"Италия;MarketWinetime;Tua Rita";"Tua Rita Redigaffi 2001, 750 ml";Тоскана;"«Редигаффи 2001- экстраординарное вино, наполненное ароматами поджаренного кофе, тающего шоколада, вишневого ликера, инжира и сливы. Глубокий пурпурный (по краям почти черный) цвет, богатые оттенки дыма и земли, потрясающая вязкость и пышность — это изумительный образец Мерло с тосканского побережья. Ожидаемая зрелость: по 2018 год».<br /><em>Wine advocate, 2004</em>";https://static.tildacdn.com/tild3265-3338-4931-b531-653334616538/redigaffi-2001.JPG;77680.00;;;;;F8D5Rct9ccYeCSIgjjjH;;Италия;1996;Тоскана;Мерло;0,75;14,50%;;;;Красное;;;99;;;;0;0;0;0;;;;;https://winetime.moscow/tua-redigaffi-2001
622118152138;Biondi-Santi;;;"Италия;Выключенные";"Biondi-Santi Brunello di Montalcino Annata 2013, 750 ml";Тоскана;"В 2013 году аппелласьон Брунелло осиротел. Франко Бьонди-Санти был глыбой, патриархом виноделия региона. Это вино - в память о нем. Брунелло ди Монтальчино 2013 - восхитительное вино, с приятной естественной кислотностью, фруктовой сердцевиной и ароматами синих цветов, дикой вишни, табака, бальзамической травы и камфоры. Вино прекрасного гранатового цвета, среднетельное, с очень свежим и живым послевкусием, которое длится несколько минут. Это вино нужно отложить хотя бы на десять лет. <br /><br /> Wine Advocate, 2019 <br />";https://static.tildacdn.com/tild3762-6263-4837-b739-663232396436/biondi-santi-annata-.JPG;34900.00;;;;;pgj1tUGz4BadntlIaU5F;;Италия;2013;Тоскана;Санджовезе;0,75;13,50%;96;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/biondi-santi-annata-2013
807491174913;"Col d'Orcia";;;"Италия;MarketWinetime;Col d'Orcia;10 000 - 30 000";"Poggio al Vento 2010";Тоскана;"Брунелло ди Монтальчино Ризерва Поджио аль Венто 2010, выпущенное через семь лет после сбора урожая, получилось сногсшибательным. Оно достигло высочайших значений как по шкале элегантности, так и по мощи. Такой союз противоположностей - особенность этого классического винтажа, и Кол д'Орча отлично с ним справились. В букете ароматов - бесконечная вереница нот сушеной вишни, лакрицы, колы, лаванды, вяленого мяса и черного трюфеля. Бархатное послевкусие, мягкое, долгое и устойчивое. Великолепное вино.<br /><em>Wine Advocate, 2017</em>";"https://static.tildacdn.com/tild6637-3632-4464-b132-393235393461/poggio-al-vento-2010.JPG https://static.tildacdn.com/tild3365-3630-4861-b630-623437373966/poggio-al-vento-2010.JPG";27235.00;;;;;6VbkdZkR7NZ1yaGLoneg;;Италия;2001;Тоскана;Санджовезе;0,75;14%;92;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/poggio-al-vento-2010
470394425813;Valdicava;;;"Италия;Biondi Santi;MarketWinetime;Редкие вина";"Valdicava ""Madonna del Piano"" 2010, Brunello di Montalcino Riserva DOCG, 750 ml (1500ml)";Тоскана;"Это очень эффектное, солидное и амбициозное вино. Вальдикава Брунелло ди Монтальчино Ризерва ""Мадонна дель Пиано"" бьет точно в цель. Оно демонстрирует выдающуюся утонченность и устойчивость букета ароматов, в котором изящные ягодные нотки переплетаются с нотами пряностей, лакрицы, смолы. Яркая ароматика элегантно упакована в плотную текстуру этого мощного вина с шелковистыми танинами. Оно обещает долго и красиво взрослеть. <br /><br /> Wine Advocate, 2016 <br />";"https://static.tildacdn.com/tild3738-3937-4238-b362-386263316435/valdicava-2010-magnu.JPG https://static.tildacdn.com/tild6632-6636-4435-b966-393533643661/valdicava-2010.JPG";;;;;;K4GgZ4czxH3cP4gZO4sh;;Италия;2010;Тоскана;Санджовезе;0,75;14,50%;95;;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/valdicava-2010
307856244961;;;;;"Valdicava ""Madonna del Piano"" 2010, Brunello di Montalcino Riserva DOCG, 750 ml (1500ml)- 1500ml";;;https://static.tildacdn.com/tild3738-3937-4238-b362-386263316435/valdicava-2010-magnu.JPG;87000.00;;;Объем:1500ml;;vBSBt2ELdM5pZsDd8kbn;470394425813;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/valdicava-2010?editionuid=307856244961
645711934931;;;;;"Valdicava ""Madonna del Piano"" 2010, Brunello di Montalcino Riserva DOCG, 750 ml (1500ml) / 750ml- 750ml";;;https://static.tildacdn.com/tild6632-6636-4435-b966-393533643661/valdicava-2010.JPG;41000.00;;;Объем:750ml;;lnrJ5jURbtXkbJTZvXck;470394425813;;;;;;;;;;;;;;;;;0;0;0;0;;;;;https://winetime.moscow/valdicava-2010?editionuid=645711934931
960110016781;"Chateau Haut-Brion";;;"Новинки ноября;Франция;MarketWinetime;Haut-Brion;Выключенные;Бордо";"Chateau Haut-Brion Premier Cru Classe 2011, 750 ml";"Бордо, Пессак Леоньян";"У Шато О-Брион 2011 нежный, соблазнительный букет ароматов спелой черешни и малины, нотки кожи и шоколада пока еще заметно дубовые, но в скором времени они интегрируются. Вино среднетельное, с изящными танинами и нежной текстурой, хорошо сбалансированное, хотя дуб в послевкусии все же чересчур силен. Несмотря на это, О-Брион 2011 - это классический Пессак-Леоньян. Он сдержаннее и консервативнее, чем другие последние винтажи, при этом статус и благородство, конечно, видны невооруженным глазом. <br /><br /> Wine advocate, 2016 <br />";https://static.tildacdn.com/tild3261-6430-4230-a332-646363323738/haut-brion-2011.jpg;129000.00;;;;;evPyNoxfnuR5XibUuZKz;;Франция;2011;Бордо;"мерло, каберне совиньон, каберне фран";0,75;13,50%;94;"Пессак Леоньян";;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/haut-brion-2011
853460175151;"Chateau La Mission Haut-Brion";;;"Новинки ноября;Франция;MarketWinetime;Бордо";"Chateau La Mission Haut-Brion Cru Classe des Graves 2014";"2014, Бордо, Пессак Леоньян";"Ля Миссьон О-Брион 2014 - это бленд 54% мерло, 45% каберне совиньон, 1% каберне фран. Оно сохранило свой завораживающе свежий и живой букет, при этом стало более открытым и дружелюбным, оставив позади сдержанность, которую я отметил, когда пробовал его из бочки. Букет ароматов очень изысканный: чистые темные фрукты, холодный камень, маслины и джем из лесных ягод. Это вино с заметной структурой, маскулинное, что неудивительно, учитывая большую долю мерло. Нотка нового дуба еще заметна, но ясно, что скоро она растворится в сильной фруктовости этого вина. Дальше по ходу дегустации оно начинает демонстрировать очаровательную пряную ноту и впечатляющую устойчивость. Ему нужно провести в погребе минимум десять лет, чтобы показать, на что оно способно. <br /><br /> <em>Wine advocate, 2017</em> <br />";https://static.tildacdn.com/tild3733-6638-4963-b039-663762663263/la-mission-haut-brio.jpg;63700.00;;;;;4bEzF2dRHbD9NbUFVV1r;;Франция;2014;Бордо;"Каберне Совиньон, Мерло";0,75;14%;95;"Пессак Леоньян";;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/la-mission-haut-brion-2014
260729118501;"Chateau Margaux";;;"Новинки ноября;Франция;Margaux;MarketWinetime;2001;Бордо;Secret-Margaux";"Chateau Margaux Premier Grand Cru Classе 2001, 750ml";Бордо;"Шато Марго 2001 продолжает развиваться в своей впечатляющей манере. Букет ароматов очень чувственный, доминируют ноты красных, а не темных фруктов. Оно обезоруживает своей чистотой и, кажется, демонстрирует даже больше цветочных оттенков, чем его предшественник 1999. Очень устойчивое и четкое, среднетельное с эластичной текстурой и яркой кислотностью - очень свежее и живое.<br /><br />Wine Advocate, 2016<strong><span style=""font-size: 14px;"" data-redactor-tag=""span""><em></em></span></strong><br /><br /><br /><br /><em><a href=""https://winetime.moscow/wm-chateau-margaux"" data-redactor-tag=""a"" style=""background: transparent; border-bottom: 1px solid rgb(0, 68, 194); box-shadow: rgb(0, 68, 194) 0px -1px 0px 0px inset; color: rgb(34, 40, 204) !important;"">Читать</a> о#nbsp;производителе</em>";https://static.tildacdn.com/tild3736-6436-4334-b866-316638633032/margaux-2001-2.jpg;128700.00;;;;;lgXaXlEPXorai8RnPaBJ;;Франция;2001;Бордо;"Каберне Совиньон, Мерло, Пти Вердо";0,75;13,50%;94;Марго;;Красное;;;;;;;0;0;0;0;;;;;https://winetime.moscow/margaux-2001
